timestamp,strain_id,parent_id,generation,mantra_content,mantra_theme,contagion_power,dogma_intensity,latency_period,emergence_time,carrier_count,exposed_count,total_adherents,prevalence,is_root,mutation_count
432,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
432,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
432,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
432,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
432,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
432,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
432,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
433,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
433,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
433,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
433,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
433,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
433,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
433,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
433,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
433,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
433,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
433,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
433,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
433,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
433,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
433,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
433,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
433,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
433,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
433,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
433,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
433,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
433,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
434,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
434,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
434,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
434,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
434,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
434,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
434,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
434,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
434,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
434,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
434,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
434,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
434,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
434,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
434,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
434,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
434,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
434,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
434,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
434,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
434,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
434,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
435,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
435,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
435,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
435,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
435,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
435,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
435,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
435,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
435,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
435,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
435,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
435,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
435,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
435,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
435,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
435,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
435,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
435,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
435,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
435,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
435,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
435,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
436,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
436,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
436,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
436,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
436,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
436,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
436,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
436,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
436,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
436,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
436,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
436,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
436,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
436,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
436,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
436,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
436,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
436,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
436,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
436,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
436,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
436,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
437,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
437,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
437,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
437,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
437,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
437,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
437,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
437,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
437,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
437,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
437,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
437,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
437,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
437,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
437,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
437,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
437,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
437,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
437,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
437,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
437,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
437,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
438,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
438,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
438,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
438,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
438,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
438,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
438,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
438,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
438,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
438,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
438,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
438,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
438,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
438,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
438,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
438,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
438,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
438,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
438,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
438,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
438,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
438,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
439,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
439,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
439,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
439,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
439,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
439,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
439,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
439,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
439,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
439,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
439,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
439,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
439,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
439,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
439,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
439,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
439,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
439,PR-018,,0,🜃 PROPHÉTIE : Que le lune brisée guide tes pas dans le désert onirique.,voyage,4.5,50.0,1.0,310,0,0,0,0.0,1,1
439,MV-019,PR-018,1,🜃 PROPHÉTIE : Que le lune brisée guide tes pas efface le désert onirique. <decay>,voyage,5.625,44.19511778647516,1.0,329,0,0,0,0.0,0,2
439,MV-020,MV-019,2,🜃 PROPHÉTIE : Que le songe brisée guide tes pas efface le désert onirique. <invoke>,voyage,7.03125,39.689863618088026,1.0,364,0,0,0,0.0,0,3
439,PR-021,,0,🜃 PROPHÉTIE : quantique liminal silence sacré glyphe.,silence,4.5,50.0,1.0,390,0,0,0,0.0,1,1
439,PR-022,,0,🜃 PROPHÉTIE : silence ancestral seuil spectral corrompu.,silence,4.5,50.0,1.0,403,0,0,0,0.0,1,1
